fecha,comentario,tokens,estrellas
19/08/2025,"Airbnb We suffered a severe bedbug infestation at an Airbnb, with painful rashes and contaminated luggage. Airbnb’s response was disgraceful:

- Took 7+ hours to respond to our emergency report
- Offered only $200 when our hotel cost €900 in total

Their AirCover Guarantee didn’t protect us. They protect hosts, not guests.

DO NOT TRUST AIRBNB. ‼️‼️‼️

Stay anywhere else.","['Airbnb', 'We', 'suffered', 'a', 'severe', 'bedbug', 'infestation', 'at', 'an', 'Airbnb', ',', 'with', 'painful', 'rashes', 'and', 'contaminated', 'luggage', '.', 'Airbnb', '’', 's', 'response', 'was', 'disgraceful', ':', '-', 'Took', '7+', 'hours', 'to', 'respond', 'to', 'our', 'emergency', 'report', '-', 'Offered', 'only', '$', '200', 'when', 'our', 'hotel', 'cost', '€900', 'in', 'total', 'Their', 'AirCover', 'Guarantee', 'didn', '’', 't', 'protect', 'us', '.', 'They', 'protect', 'hosts', ',', 'not', 'guests', '.', 'DO', 'NOT', 'TRUST', 'AIRBNB', '.', '‼️‼️‼️', 'Stay', 'anywhere', 'else', '.']",1/5
19/08/2025,"When things go well, no problem but when things do not go well they avoid responsibility, leave you stranded in the middle of the night, and finally deceive all their promises.

I got locked out of one of their listing and Airbnb customer service did not do much. They promised me to offer me a meal at restaurant and ”generous” compensation of the night I had to stay elsewhere. Generous turned out to be 20% which is a joke.

The communication from their side was not clear and they made it look like they would cover the whole night. Funny enough they actually never sent the money, and when asked, a rep just said they will not compensate anything. This even if they promised.

After tens of messages they did send something as refund but the milk is already sour. I will not use then again and recommend also this apporach to everyone.","['When', 'things', 'go', 'well', ',', 'no', 'problem', 'but', 'when', 'things', 'do', 'not', 'go', 'well', 'they', 'avoid', 'responsibility', ',', 'leave', 'you', 'stranded', 'in', 'the', 'middle', 'of', 'the', 'night', ',', 'and', 'finally', 'deceive', 'all', 'their', 'promises', '.', 'I', 'got', 'locked', 'out', 'of', 'one', 'of', 'their', 'listing', 'and', 'Airbnb', 'customer', 'service', 'did', 'not', 'do', 'much', '.', 'They', 'promised', 'me', 'to', 'offer', 'me', 'a', 'meal', 'at', 'restaurant', 'and', '”', 'generous', '”', 'compensation', 'of', 'the', 'night', 'I', 'had', 'to', 'stay', 'elsewhere', '.', 'Generous', 'turned', 'out', 'to', 'be', '20', '%', 'which', 'is', 'a', 'joke', '.', 'The', 'communication', 'from', 'their', 'side', 'was', 'not', 'clear', 'and', 'they', 'made', 'it', 'look', 'like', 'they', 'would', 'cover', 'the', 'whole', 'night', '.', 'Funny', 'enough', 'they', 'actually', 'never', 'sent', 'the', 'money', ',', 'and', 'when', 'asked', ',', 'a', 'rep', 'just', 'said', 'they', 'will', 'not', 'compensate', 'anything', '.', 'This', 'even', 'if', 'they', 'promised', '.', 'After', 'tens', 'of', 'messages', 'they', 'did', 'send', 'something', 'as', 'refund', 'but', 'the', 'milk', 'is', 'already', 'sour', '.', 'I', 'will', 'not', 'use', 'then', 'again', 'and', 'recommend', 'also', 'this', 'apporach', 'to', 'everyone', '.']",1/5
19/08/2025,"Airbnb’s Dark Side: My Experience With Threats, Theft, and Silence

In April 2025, my girlfriend rented an apartment in Paris via an Airbnb-listed agency called Pickaflat. What followed was a nightmare.

The agency forced her out, threatened her, illegally entered the property against police warnings, and even stole some of her belongings. I witnessed the entire incident firsthand.

Naturally, we expected Airbnb to step in, protect the guest, and take action against such blatant misconduct. Instead, Airbnb did the opposite:

They ignored clear evidence of criminal behavior.

They seemed to shield the agency rather than the victim.

And when I protested, Airbnb’s response was to cancel my account entirely.

So not only was I pulled into a criminal case — I was also silenced and punished by the very platform that facilitated the abuse.

Having spent over 30 years in investment banking and hospitality, and as the owner of several establishments across Europe, I have worked with countless property owners who currently list on Airbnb. After this experience, I am considering encouraging them to rethink their partnership with a platform that protects revenues over ethics and covers up criminal acts.

Airbnb brands itself as a “trusted community.” My story shows otherwise: when things go wrong, victims are abandoned, silenced, and erased.

This is not just a bad customer service story. It is about a global company choosing profit over integrity — with devastating consequences for its users.","['Airbnb', '’', 's', 'Dark', 'Side', ':', 'My', 'Experience', 'With', 'Threats', ',', 'Theft', ',', 'and', 'Silence', 'In', 'April', '2025', ',', 'my', 'girlfriend', 'rented', 'an', 'apartment', 'in', 'Paris', 'via', 'an', 'Airbnb-listed', 'agency', 'called', 'Pickaflat', '.', 'What', 'followed', 'was', 'a', 'nightmare', '.', 'The', 'agency', 'forced', 'her', 'out', ',', 'threatened', 'her', ',', 'illegally', 'entered', 'the', 'property', 'against', 'police', 'warnings', ',', 'and', 'even', 'stole', 'some', 'of', 'her', 'belongings', '.', 'I', 'witnessed', 'the', 'entire', 'incident', 'firsthand', '.', 'Naturally', ',', 'we', 'expected', 'Airbnb', 'to', 'step', 'in', ',', 'protect', 'the', 'guest', ',', 'and', 'take', 'action', 'against', 'such', 'blatant', 'misconduct', '.', 'Instead', ',', 'Airbnb', 'did', 'the', 'opposite', ':', 'They', 'ignored', 'clear', 'evidence', 'of', 'criminal', 'behavior', '.', 'They', 'seemed', 'to', 'shield', 'the', 'agency', 'rather', 'than', 'the', 'victim', '.', 'And', 'when', 'I', 'protested', ',', 'Airbnb', '’', 's', 'response', 'was', 'to', 'cancel', 'my', 'account', 'entirely', '.', 'So', 'not', 'only', 'was', 'I', 'pulled', 'into', 'a', 'criminal', 'case', '—', 'I', 'was', 'also', 'silenced', 'and', 'punished', 'by', 'the', 'very', 'platform', 'that', 'facilitated', 'the', 'abuse', '.', 'Having', 'spent', 'over', '30', 'years', 'in', 'investment', 'banking', 'and', 'hospitality', ',', 'and', 'as', 'the', 'owner', 'of', 'several', 'establishments', 'across', 'Europe', ',', 'I', 'have', 'worked', 'with', 'countless', 'property', 'owners', 'who', 'currently', 'list', 'on', 'Airbnb', '.', 'After', 'this', 'experience', ',', 'I', 'am', 'considering', 'encouraging', 'them', 'to', 'rethink', 'their', 'partnership', 'with', 'a', 'platform', 'that', 'protects', 'revenues', 'over', 'ethics', 'and', 'covers', 'up', 'criminal', 'acts', '.', 'Airbnb', 'brands', 'itself', 'as', 'a', '“', 'trusted', 'community.', '”', 'My', 'story', 'shows', 'otherwise', ':', 'when', 'things', 'go', 'wrong', ',', 'victims', 'are', 'abandoned', ',', 'silenced', ',', 'and', 'erased', '.', 'This', 'is', 'not', 'just', 'a', 'bad', 'customer', 'service', 'story', '.', 'It', 'is', 'about', 'a', 'global', 'company', 'choosing', 'profit', 'over', 'integrity', '—', 'with', 'devastating', 'consequences', 'for', 'its', 'users', '.']",1/5
18/08/2025,"Airbnb scammed me. I booked apartment for vacation with my family. When we arrived I understand that’s not possible to leave in this apartment. I contact Airbnb to get some help, but instead of they scammed me. Airbnb support told me to wait, just wait and nothing more. Don’t answer almost whole day. When I calling to support, they told me they calling back. And they back, essentially after 10 minutes after cancellation policy is over.

They destroy my vacation, charge me for 1100$ and say you can find another apartment.","['Airbnb', 'scammed', 'me', '.', 'I', 'booked', 'apartment', 'for', 'vacation', 'with', 'my', 'family', '.', 'When', 'we', 'arrived', 'I', 'understand', 'that', '’', 's', 'not', 'possible', 'to', 'leave', 'in', 'this', 'apartment', '.', 'I', 'contact', 'Airbnb', 'to', 'get', 'some', 'help', ',', 'but', 'instead', 'of', 'they', 'scammed', 'me', '.', 'Airbnb', 'support', 'told', 'me', 'to', 'wait', ',', 'just', 'wait', 'and', 'nothing', 'more', '.', 'Don', '’', 't', 'answer', 'almost', 'whole', 'day', '.', 'When', 'I', 'calling', 'to', 'support', ',', 'they', 'told', 'me', 'they', 'calling', 'back', '.', 'And', 'they', 'back', ',', 'essentially', 'after', '10', 'minutes', 'after', 'cancellation', 'policy', 'is', 'over', '.', 'They', 'destroy', 'my', 'vacation', ',', 'charge', 'me', 'for', '1100', '$', 'and', 'say', 'you', 'can', 'find', 'another', 'apartment', '.']",1/5
18/08/2025,"The misleading advertising, unsafe accommodation, airbnb community rules breach but no protection or compensation.

Scam of first water.

Better use booking.com same properties less fraud.","['The', 'misleading', 'advertising', ',', 'unsafe', 'accommodation', ',', 'airbnb', 'community', 'rules', 'breach', 'but', 'no', 'protection', 'or', 'compensation', '.', 'Scam', 'of', 'first', 'water', '.', 'Better', 'use', 'booking.com', 'same', 'properties', 'less', 'fraud', '.']",1/5
18/08/2025,"I had a frustrating experience with Airbnb that left me both disappointed and discouraged as a new user. While comparing two properties, I accidentally booked the wrong one. I immediately canceled, and the host kindly approved a 90% refund.

However, Airbnb kept over €300+ in service fees, even though I made the correct booking right after—and paid the full Airbnb fees again. I contacted support and spent nearly 4 hours explaining everything, only to receive vague responses and no real help. If the policy is “no refund on service fees,” they could have told me from the beginning instead of wasting my time.

This was only my second booking on Airbnb, and sadly, it’s already a negative experience. I expected better transparency and support from a platform of this size. I’ll be sharing my experience across other platforms too—people should know what to expect.","['I', 'had', 'a', 'frustrating', 'experience', 'with', 'Airbnb', 'that', 'left', 'me', 'both', 'disappointed', 'and', 'discouraged', 'as', 'a', 'new', 'user', '.', 'While', 'comparing', 'two', 'properties', ',', 'I', 'accidentally', 'booked', 'the', 'wrong', 'one', '.', 'I', 'immediately', 'canceled', ',', 'and', 'the', 'host', 'kindly', 'approved', 'a', '90', '%', 'refund', '.', 'However', ',', 'Airbnb', 'kept', 'over', '€300+', 'in', 'service', 'fees', ',', 'even', 'though', 'I', 'made', 'the', 'correct', 'booking', 'right', 'after—and', 'paid', 'the', 'full', 'Airbnb', 'fees', 'again', '.', 'I', 'contacted', 'support', 'and', 'spent', 'nearly', '4', 'hours', 'explaining', 'everything', ',', 'only', 'to', 'receive', 'vague', 'responses', 'and', 'no', 'real', 'help', '.', 'If', 'the', 'policy', 'is', '“', 'no', 'refund', 'on', 'service', 'fees', ',', '”', 'they', 'could', 'have', 'told', 'me', 'from', 'the', 'beginning', 'instead', 'of', 'wasting', 'my', 'time', '.', 'This', 'was', 'only', 'my', 'second', 'booking', 'on', 'Airbnb', ',', 'and', 'sadly', ',', 'it', '’', 's', 'already', 'a', 'negative', 'experience', '.', 'I', 'expected', 'better', 'transparency', 'and', 'support', 'from', 'a', 'platform', 'of', 'this', 'size', '.', 'I', '’', 'll', 'be', 'sharing', 'my', 'experience', 'across', 'other', 'platforms', 'too—people', 'should', 'know', 'what', 'to', 'expect', '.']",1/5
18/08/2025,"I am writing this review on behalf of my husband, Shamim Ahmed Chowdhury, who is currently admitted in the ICU due to the extreme stress and trauma caused by Airbnb’s unfair treatment.

My husband is an Airbnb host in Dhaka, Bangladesh. One of Airbnb’s guests caused serious damage to our property. We submitted clear evidence including photos, videos, invoices, and communication records. Despite this, Airbnb denied rightful compensation under their Host Damage Protection program.

This apartment is our only source of income, and without the compensation, we are in a financial and emotional crisis. My husband suffered a stroke and was admitted to ICU. Even after repeatedly informing Airbnb of his medical condition, they have shown no humanity, no accountability, and no proper response.

Airbnb claims to protect hosts, but in reality, they left us completely abandoned during the most difficult time of our lives.

As his wife, I am pleading for justice. This is not only about money but about trust, fairness, and basic compassion.

Hosts must know: Airbnb does not stand by their promises.

— Wife of Shamim Ahmed Chowdhury
Dhaka, Bangladesh","['I', 'am', 'writing', 'this', 'review', 'on', 'behalf', 'of', 'my', 'husband', ',', 'Shamim', 'Ahmed', 'Chowdhury', ',', 'who', 'is', 'currently', 'admitted', 'in', 'the', 'ICU', 'due', 'to', 'the', 'extreme', 'stress', 'and', 'trauma', 'caused', 'by', 'Airbnb', '’', 's', 'unfair', 'treatment', '.', 'My', 'husband', 'is', 'an', 'Airbnb', 'host', 'in', 'Dhaka', ',', 'Bangladesh', '.', 'One', 'of', 'Airbnb', '’', 's', 'guests', 'caused', 'serious', 'damage', 'to', 'our', 'property', '.', 'We', 'submitted', 'clear', 'evidence', 'including', 'photos', ',', 'videos', ',', 'invoices', ',', 'and', 'communication', 'records', '.', 'Despite', 'this', ',', 'Airbnb', 'denied', 'rightful', 'compensation', 'under', 'their', 'Host', 'Damage', 'Protection', 'program', '.', 'This', 'apartment', 'is', 'our', 'only', 'source', 'of', 'income', ',', 'and', 'without', 'the', 'compensation', ',', 'we', 'are', 'in', 'a', 'financial', 'and', 'emotional', 'crisis', '.', 'My', 'husband', 'suffered', 'a', 'stroke', 'and', 'was', 'admitted', 'to', 'ICU', '.', 'Even', 'after', 'repeatedly', 'informing', 'Airbnb', 'of', 'his', 'medical', 'condition', ',', 'they', 'have', 'shown', 'no', 'humanity', ',', 'no', 'accountability', ',', 'and', 'no', 'proper', 'response', '.', 'Airbnb', 'claims', 'to', 'protect', 'hosts', ',', 'but', 'in', 'reality', ',', 'they', 'left', 'us', 'completely', 'abandoned', 'during', 'the', 'most', 'difficult', 'time', 'of', 'our', 'lives', '.', 'As', 'his', 'wife', ',', 'I', 'am', 'pleading', 'for', 'justice', '.', 'This', 'is', 'not', 'only', 'about', 'money', 'but', 'about', 'trust', ',', 'fairness', ',', 'and', 'basic', 'compassion', '.', 'Hosts', 'must', 'know', ':', 'Airbnb', 'does', 'not', 'stand', 'by', 'their', 'promises', '.', '—', 'Wife', 'of', 'Shamim', 'Ahmed', 'Chowdhury', 'Dhaka', ',', 'Bangladesh']",1/5
18/08/2025,"The idea of Airbnb is nice, but in reality it can be frustarting. Extra fees make listings much more expensive than advertised, and customer support is slow when problems come up. Feels unreliable compared to hotels.","['The', 'idea', 'of', 'Airbnb', 'is', 'nice', ',', 'but', 'in', 'reality', 'it', 'can', 'be', 'frustarting', '.', 'Extra', 'fees', 'make', 'listings', 'much', 'more', 'expensive', 'than', 'advertised', ',', 'and', 'customer', 'support', 'is', 'slow', 'when', 'problems', 'come', 'up', '.', 'Feels', 'unreliable', 'compared', 'to', 'hotels', '.']",2/5
17/08/2025,Terrible platform as a host or guest. Use a competitor.,"['Terrible', 'platform', 'as', 'a', 'host', 'or', 'guest', '.', 'Use', 'a', 'competitor', '.']",1/5
17/08/2025,"I am an unfortunate host who uses Airbnb, I just wish there were other honest alternatives. I have missing payments from Airbnb and they refuse to take responsibility. All they ever say is ""Check with my bank"" and close the case without giving me a chance to respond. I can't believe they are still able to operate as a business when they are blatantly stealing money.","['I', 'am', 'an', 'unfortunate', 'host', 'who', 'uses', 'Airbnb', ',', 'I', 'just', 'wish', 'there', 'were', 'other', 'honest', 'alternatives', '.', 'I', 'have', 'missing', 'payments', 'from', 'Airbnb', 'and', 'they', 'refuse', 'to', 'take', 'responsibility', '.', 'All', 'they', 'ever', 'say', 'is', '``', 'Check', 'with', 'my', 'bank', ""''"", 'and', 'close', 'the', 'case', 'without', 'giving', 'me', 'a', 'chance', 'to', 'respond', '.', 'I', 'ca', ""n't"", 'believe', 'they', 'are', 'still', 'able', 'to', 'operate', 'as', 'a', 'business', 'when', 'they', 'are', 'blatantly', 'stealing', 'money', '.']",1/5
17/08/2025,"I booked a 5-bedroom house in Bruck, Austria through Airbnb in March 2025 for a February 2026 reunion. I paid the full amount at booking. In August 2025, the host canceled.

Airbnb’s ‘solutions’ were not comparable: smaller homes, or 1.5+ hours away. They offered to apply my payment plus a small $72 credit, and later a coupon (20%, then 50%). I sent Airbnb links to real comparable rentals — even agreed to downgrade to 4 bedrooms/1 bath — but was told they were ‘too expensive.’

After multiple calls, I was given until 8/12/25 at 9:38 PM to decide. Instead, Airbnb closed my case on 8/11, rescinded the coupon, and refunded me against my wishes. Since then I’ve been completely ghosted. Meanwhile, comparable rentals are now more than double the price and inventory is nearly gone.

This was supposed to be the trip of a lifetime. Instead, Airbnb left me stranded.","['I', 'booked', 'a', '5-bedroom', 'house', 'in', 'Bruck', ',', 'Austria', 'through', 'Airbnb', 'in', 'March', '2025', 'for', 'a', 'February', '2026', 'reunion', '.', 'I', 'paid', 'the', 'full', 'amount', 'at', 'booking', '.', 'In', 'August', '2025', ',', 'the', 'host', 'canceled', '.', 'Airbnb', '’', 's', '‘', 'solutions', '’', 'were', 'not', 'comparable', ':', 'smaller', 'homes', ',', 'or', '1.5+', 'hours', 'away', '.', 'They', 'offered', 'to', 'apply', 'my', 'payment', 'plus', 'a', 'small', '$', '72', 'credit', ',', 'and', 'later', 'a', 'coupon', '(', '20', '%', ',', 'then', '50', '%', ')', '.', 'I', 'sent', 'Airbnb', 'links', 'to', 'real', 'comparable', 'rentals', '—', 'even', 'agreed', 'to', 'downgrade', 'to', '4', 'bedrooms/1', 'bath', '—', 'but', 'was', 'told', 'they', 'were', '‘', 'too', 'expensive.', '’', 'After', 'multiple', 'calls', ',', 'I', 'was', 'given', 'until', '8/12/25', 'at', '9:38', 'PM', 'to', 'decide', '.', 'Instead', ',', 'Airbnb', 'closed', 'my', 'case', 'on', '8/11', ',', 'rescinded', 'the', 'coupon', ',', 'and', 'refunded', 'me', 'against', 'my', 'wishes', '.', 'Since', 'then', 'I', '’', 've', 'been', 'completely', 'ghosted', '.', 'Meanwhile', ',', 'comparable', 'rentals', 'are', 'now', 'more', 'than', 'double', 'the', 'price', 'and', 'inventory', 'is', 'nearly', 'gone', '.', 'This', 'was', 'supposed', 'to', 'be', 'the', 'trip', 'of', 'a', 'lifetime', '.', 'Instead', ',', 'Airbnb', 'left', 'me', 'stranded', '.']",1/5
17/08/2025,"Airbnb cancelled my family holiday the day we arrived — left with huge costs and no help

I booked a confirmed 2-bedroom penthouse with terrace and hot tub in Barcelona (10–14 Aug, booking ref: HMC2FWTK4Y). The booking was paid in full through Airbnb.

On the day of arrival, Airbnb cancelled the booking, blaming the host. I later discovered Airbnb had blocked the host from the platform, making it impossible for me to contact him — despite Airbnb trying to pass the blame.
• No comparable accommodation was offered.
• When I identified a possible alternative on Airbnb’s site, Airbnb failed to assist or confirm it.
• My family was forced to book a last-minute hotel at over £900 extra cost, for a single room with none of the amenities promised in the original booking.
• We also lost a day of our holiday trying to resolve this mess.

Airbnb has offered only 20% of the hotel bill as compensation. This is insulting given the scale of their failure and the legal duties they have under the Consumer Rights Act 2015 and their own Guest Refund Policy.

Airbnb sold me a holiday, cancelled it without remedy, left me stranded, and now refuses to cover my actual loss. This is not just poor service — it’s a breach of consumer law.

My advice: if you value your holiday, money, and peace of mind, do not trust Airbnb.","['Airbnb', 'cancelled', 'my', 'family', 'holiday', 'the', 'day', 'we', 'arrived', '—', 'left', 'with', 'huge', 'costs', 'and', 'no', 'help', 'I', 'booked', 'a', 'confirmed', '2-bedroom', 'penthouse', 'with', 'terrace', 'and', 'hot', 'tub', 'in', 'Barcelona', '(', '10–14', 'Aug', ',', 'booking', 'ref', ':', 'HMC2FWTK4Y', ')', '.', 'The', 'booking', 'was', 'paid', 'in', 'full', 'through', 'Airbnb', '.', 'On', 'the', 'day', 'of', 'arrival', ',', 'Airbnb', 'cancelled', 'the', 'booking', ',', 'blaming', 'the', 'host', '.', 'I', 'later', 'discovered', 'Airbnb', 'had', 'blocked', 'the', 'host', 'from', 'the', 'platform', ',', 'making', 'it', 'impossible', 'for', 'me', 'to', 'contact', 'him', '—', 'despite', 'Airbnb', 'trying', 'to', 'pass', 'the', 'blame', '.', '•', 'No', 'comparable', 'accommodation', 'was', 'offered', '.', '•', 'When', 'I', 'identified', 'a', 'possible', 'alternative', 'on', 'Airbnb', '’', 's', 'site', ',', 'Airbnb', 'failed', 'to', 'assist', 'or', 'confirm', 'it', '.', '•', 'My', 'family', 'was', 'forced', 'to', 'book', 'a', 'last-minute', 'hotel', 'at', 'over', '£900', 'extra', 'cost', ',', 'for', 'a', 'single', 'room', 'with', 'none', 'of', 'the', 'amenities', 'promised', 'in', 'the', 'original', 'booking', '.', '•', 'We', 'also', 'lost', 'a', 'day', 'of', 'our', 'holiday', 'trying', 'to', 'resolve', 'this', 'mess', '.', 'Airbnb', 'has', 'offered', 'only', '20', '%', 'of', 'the', 'hotel', 'bill', 'as', 'compensation', '.', 'This', 'is', 'insulting', 'given', 'the', 'scale', 'of', 'their', 'failure', 'and', 'the', 'legal', 'duties', 'they', 'have', 'under', 'the', 'Consumer', 'Rights', 'Act', '2015', 'and', 'their', 'own', 'Guest', 'Refund', 'Policy', '.', 'Airbnb', 'sold', 'me', 'a', 'holiday', ',', 'cancelled', 'it', 'without', 'remedy', ',', 'left', 'me', 'stranded', ',', 'and', 'now', 'refuses', 'to', 'cover', 'my', 'actual', 'loss', '.', 'This', 'is', 'not', 'just', 'poor', 'service', '—', 'it', '’', 's', 'a', 'breach', 'of', 'consumer', 'law', '.', 'My', 'advice', ':', 'if', 'you', 'value', 'your', 'holiday', ',', 'money', ',', 'and', 'peace', 'of', 'mind', ',', 'do', 'not', 'trust', 'Airbnb', '.']",1/5
16/08/2025,"Booked a family holiday in Cyprus August 2025 to stay at an apartment which looked stunning. Upon arrival in Cyprus ( Larnaca Airport ) we were informed by the car hire company that the apartment is actually in the North of the island in a territory unrecognised by the international community controlled by Turkey. As such we could not take the hire car there as it would not be insured, no taxi would take us and as such at 1am in the morning with three children we found ourselves stranded at Larnaca airport. Further researched revealed that they’re may be issues crossing the boarder ( controlled by Turkey ) for foreign nationals as well as returning to the south. The apartment was adversities as Cyprus, and not an internationally unrecognised zone controlled by Turkey. This is obviously not advertised by the host of the apartment on their listing and despite being aware that we were coming from the UK failed to mention this. Due to the issues we were unable to stay at the apartment and had to find alternative accommodation in the republic of Cyprus at additional cost. When returning to the UK Airbnb have refused to refund our money stating that there is a map of the island of Cyprus on the hosts listing which in their mind mitigates any responsibility for any territorial or political issues etc that may exist in any country you visit. Airbnb and the host have both miss sold and miss represented the listing and refuse to refund only offering us £147 back if the £751 we spent on the apartment.","['Booked', 'a', 'family', 'holiday', 'in', 'Cyprus', 'August', '2025', 'to', 'stay', 'at', 'an', 'apartment', 'which', 'looked', 'stunning', '.', 'Upon', 'arrival', 'in', 'Cyprus', '(', 'Larnaca', 'Airport', ')', 'we', 'were', 'informed', 'by', 'the', 'car', 'hire', 'company', 'that', 'the', 'apartment', 'is', 'actually', 'in', 'the', 'North', 'of', 'the', 'island', 'in', 'a', 'territory', 'unrecognised', 'by', 'the', 'international', 'community', 'controlled', 'by', 'Turkey', '.', 'As', 'such', 'we', 'could', 'not', 'take', 'the', 'hire', 'car', 'there', 'as', 'it', 'would', 'not', 'be', 'insured', ',', 'no', 'taxi', 'would', 'take', 'us', 'and', 'as', 'such', 'at', '1am', 'in', 'the', 'morning', 'with', 'three', 'children', 'we', 'found', 'ourselves', 'stranded', 'at', 'Larnaca', 'airport', '.', 'Further', 'researched', 'revealed', 'that', 'they', '’', 're', 'may', 'be', 'issues', 'crossing', 'the', 'boarder', '(', 'controlled', 'by', 'Turkey', ')', 'for', 'foreign', 'nationals', 'as', 'well', 'as', 'returning', 'to', 'the', 'south', '.', 'The', 'apartment', 'was', 'adversities', 'as', 'Cyprus', ',', 'and', 'not', 'an', 'internationally', 'unrecognised', 'zone', 'controlled', 'by', 'Turkey', '.', 'This', 'is', 'obviously', 'not', 'advertised', 'by', 'the', 'host', 'of', 'the', 'apartment', 'on', 'their', 'listing', 'and', 'despite', 'being', 'aware', 'that', 'we', 'were', 'coming', 'from', 'the', 'UK', 'failed', 'to', 'mention', 'this', '.', 'Due', 'to', 'the', 'issues', 'we', 'were', 'unable', 'to', 'stay', 'at', 'the', 'apartment', 'and', 'had', 'to', 'find', 'alternative', 'accommodation', 'in', 'the', 'republic', 'of', 'Cyprus', 'at', 'additional', 'cost', '.', 'When', 'returning', 'to', 'the', 'UK', 'Airbnb', 'have', 'refused', 'to', 'refund', 'our', 'money', 'stating', 'that', 'there', 'is', 'a', 'map', 'of', 'the', 'island', 'of', 'Cyprus', 'on', 'the', 'hosts', 'listing', 'which', 'in', 'their', 'mind', 'mitigates', 'any', 'responsibility', 'for', 'any', 'territorial', 'or', 'political', 'issues', 'etc', 'that', 'may', 'exist', 'in', 'any', 'country', 'you', 'visit', '.', 'Airbnb', 'and', 'the', 'host', 'have', 'both', 'miss', 'sold', 'and', 'miss', 'represented', 'the', 'listing', 'and', 'refuse', 'to', 'refund', 'only', 'offering', 'us', '£147', 'back', 'if', 'the', '£751', 'we', 'spent', 'on', 'the', 'apartment', '.']",1/5
16/08/2025,"Unhygienic property, no real help, unacceptable “compensation”

We arrived at our Airbnb booking only to find the property had not been cleaned at all. The bedsheets were dirty, bins and the dishwasher were full, there was food left in the fridge, food on the floor, and even unflushed toilets. It was completely unfit to stay in, especially with children.

I contacted Airbnb immediately. While there was a suitable alternative property available nearby, Airbnb chose not to offer it to us because it was £300 more expensive. Instead of honouring their responsibility to provide a safe, clean alternative when a host fails, they left us stranded. This is a clear violation of consumer protection policy.

With no hotels available and unwilling to pay £300 out of pocket for another booking, we had no choice but to drive home late at night. This caused immense stress, extra costs in travel and wasted time for my whole family.

Airbnb has since offered me less than half of the additional cost it would have taken to rebook us properly. Their so-called “compensation” does not cover the fuel wasted, meals while waiting, or the disruption of a ruined trip.

After seven years as a loyal customer, I’ve now deleted the Airbnb app and will no longer use their services. Fortunately there are many more booking platforms across England, and I’ll be pursuing those in the future. Airbnb has shown they only do the bare minimum for customers - I would strongly advise others to think carefully before booking with them.","['Unhygienic', 'property', ',', 'no', 'real', 'help', ',', 'unacceptable', '“', 'compensation', '”', 'We', 'arrived', 'at', 'our', 'Airbnb', 'booking', 'only', 'to', 'find', 'the', 'property', 'had', 'not', 'been', 'cleaned', 'at', 'all', '.', 'The', 'bedsheets', 'were', 'dirty', ',', 'bins', 'and', 'the', 'dishwasher', 'were', 'full', ',', 'there', 'was', 'food', 'left', 'in', 'the', 'fridge', ',', 'food', 'on', 'the', 'floor', ',', 'and', 'even', 'unflushed', 'toilets', '.', 'It', 'was', 'completely', 'unfit', 'to', 'stay', 'in', ',', 'especially', 'with', 'children', '.', 'I', 'contacted', 'Airbnb', 'immediately', '.', 'While', 'there', 'was', 'a', 'suitable', 'alternative', 'property', 'available', 'nearby', ',', 'Airbnb', 'chose', 'not', 'to', 'offer', 'it', 'to', 'us', 'because', 'it', 'was', '£300', 'more', 'expensive', '.', 'Instead', 'of', 'honouring', 'their', 'responsibility', 'to', 'provide', 'a', 'safe', ',', 'clean', 'alternative', 'when', 'a', 'host', 'fails', ',', 'they', 'left', 'us', 'stranded', '.', 'This', 'is', 'a', 'clear', 'violation', 'of', 'consumer', 'protection', 'policy', '.', 'With', 'no', 'hotels', 'available', 'and', 'unwilling', 'to', 'pay', '£300', 'out', 'of', 'pocket', 'for', 'another', 'booking', ',', 'we', 'had', 'no', 'choice', 'but', 'to', 'drive', 'home', 'late', 'at', 'night', '.', 'This', 'caused', 'immense', 'stress', ',', 'extra', 'costs', 'in', 'travel', 'and', 'wasted', 'time', 'for', 'my', 'whole', 'family', '.', 'Airbnb', 'has', 'since', 'offered', 'me', 'less', 'than', 'half', 'of', 'the', 'additional', 'cost', 'it', 'would', 'have', 'taken', 'to', 'rebook', 'us', 'properly', '.', 'Their', 'so-called', '“', 'compensation', '”', 'does', 'not', 'cover', 'the', 'fuel', 'wasted', ',', 'meals', 'while', 'waiting', ',', 'or', 'the', 'disruption', 'of', 'a', 'ruined', 'trip', '.', 'After', 'seven', 'years', 'as', 'a', 'loyal', 'customer', ',', 'I', '’', 've', 'now', 'deleted', 'the', 'Airbnb', 'app', 'and', 'will', 'no', 'longer', 'use', 'their', 'services', '.', 'Fortunately', 'there', 'are', 'many', 'more', 'booking', 'platforms', 'across', 'England', ',', 'and', 'I', '’', 'll', 'be', 'pursuing', 'those', 'in', 'the', 'future', '.', 'Airbnb', 'has', 'shown', 'they', 'only', 'do', 'the', 'bare', 'minimum', 'for', 'customers', '-', 'I', 'would', 'strongly', 'advise', 'others', 'to', 'think', 'carefully', 'before', 'booking', 'with', 'them', '.']",1/5
